filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
pythonrobotics\Mapping\kmeans_clustering\kmeans_clustering.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,116,38,53,[116],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\Mapping\rectangle_fitting\simulator.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,109,40,78,"[109, 110]",https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\MissionPlanning\BehaviorTree\behavior_tree.py,blacklist,B405,LOW,HIGH,https://cwe.mitre.org/data/definitions/20.html,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",12,0,34,[12],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_imports.html#b405-import-xml-etree
pythonrobotics\MissionPlanning\BehaviorTree\behavior_tree.py,blacklist,B314,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/20.html,Using xml.etree.ElementTree.fromstring to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.fromstring with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,653,19,44,[653],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b313-b320-xml-bad-elementtree
pythonrobotics\MissionPlanning\BehaviorTree\robot_behavior_case.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,31,30,50,[31],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\MissionPlanning\BehaviorTree\robot_behavior_case.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,106,11,26,[106],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\MissionPlanning\StateMachine\state_machine.py,blacklist,B310,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/22.html,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,285,17,33,[285],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b310-urllib-urlopen
pythonrobotics\PathPlanning\BatchInformedRRTStar\batch_informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,420,12,27,[420],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\BatchInformedRRTStar\batch_informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,421,12,27,[421],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\BatchInformedRRTStar\batch_informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,431,15,59,[431],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\BatchInformedRRTStar\batch_informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,432,15,59,[432],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,161,4,53,[161],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,162,4,53,[162],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,163,4,52,[163],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,164,4,52,[164],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,196,8,57,[196],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,197,8,57,[197],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,198,8,56,[198],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\BezierPath\bezier_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,199,8,56,[199],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\DStarLite\d_star_lite.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,219,11,26,[219],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\DStarLite\d_star_lite.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,220,16,49,[220],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\DStarLite\d_star_lite.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,221,16,49,[221],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,8,42,"[35, 36]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,39,12,60,[39],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,52,8,44,[52],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,78,8,73,[78],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,86,12,33,[86],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,91,12,35,[91],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,200,8,27,[200],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,213,8,27,[213],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplinePath\eta3_spline_path.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,214,8,30,[214],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplineTrajectory\eta3_spline_trajectory.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,42,8,49,"[42, 43]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplineTrajectory\eta3_spline_trajectory.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,166,12,50,[166],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\Eta3SplineTrajectory\eta3_spline_trajectory.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,185,8,39,[185],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\InformedRRTStar\informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,160,12,27,[160],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\InformedRRTStar\informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,161,12,27,[161],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\InformedRRTStar\informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,171,11,33,[171],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\InformedRRTStar\informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,172,19,63,[172],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\InformedRRTStar\informed_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,173,19,63,[173],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\LQRPlanner\lqr_planner.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,132,13,40,[132],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\LQRPlanner\lqr_planner.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,133,13,40,[133],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\LQRRRTStar\lqr_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,149,11,33,[149],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\LQRRRTStar\lqr_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,150,28,72,[150],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\LQRRRTStar\lqr_rrt_star.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,151,28,72,[151],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\ProbabilisticRoadMap\probabilistic_road_map.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,303,4,34,[303],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\RRTDubins\rrt_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,163,11,33,[163],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTDubins\rrt_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,164,28,72,[164],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTDubins\rrt_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,165,28,72,[165],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTDubins\rrt_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,166,28,61,[166],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarDubins\rrt_star_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,170,11,33,[170],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarDubins\rrt_star_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,171,28,72,[171],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarDubins\rrt_star_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,172,28,72,[172],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarDubins\rrt_star_dubins.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,173,28,61,[173],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarReedsShepp\rrt_star_reeds_shepp.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,185,24,68,[185],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarReedsShepp\rrt_star_reeds_shepp.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,186,24,68,[186],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRTStarReedsShepp\rrt_star_reeds_shepp.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,187,24,57,[187],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRT\rrt.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,165,11,33,[165],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRT\rrt.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,167,16,60,[167],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRT\rrt.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,168,16,60,[168],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRT\rrt_with_pathsmoothing.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,145,22,43,[145],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRT\rrt_with_pathsmoothing.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,145,45,66,[145],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\RRT\rrt_with_sobol_sampler.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,171,11,33,[171],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathPlanning\ReedsSheppPath\reeds_shepp_path_planning.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,460,8,31,[460],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\TimeBasedPathPlanning\Plotting.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,127,16,57,[127],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\TimeBasedPathPlanning\Plotting.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,128,16,58,[128],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathPlanning\VoronoiRoadMap\voronoi_road_map.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,177,4,34,[177],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathTracking\move_to_pose\move_to_pose.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,207,25,33,[207],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathTracking\move_to_pose\move_to_pose.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,208,25,33,[208],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathTracking\move_to_pose\move_to_pose.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,209,41,49,[209],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathTracking\move_to_pose\move_to_pose.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,210,22,30,[210],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathTracking\move_to_pose\move_to_pose.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,211,22,30,[211],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathTracking\move_to_pose\move_to_pose.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,212,33,41,[212],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
pythonrobotics\PathTracking\pure_pursuit\pure_pursuit.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,327,4,49,[327],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathTracking\rear_wheel_feedback_control\rear_wheel_feedback_control.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,203,4,35,[203],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\PathTracking\stanley_control\stanley_control.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,192,4,54,[192],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\tests\test_behavior_tree.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,24,4,43,[24],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\tests\test_behavior_tree.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,25,4,55,[25],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\tests\test_behavior_tree.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,4,45,[26],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\tests\test_behavior_tree.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,27,4,45,[27],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
pythonrobotics\tests\test_behavior_tree.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,4,43,[30],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
