Commit Hash,Commit Message,File Name,Source Code Before File Path,Source Code After File Path,Diff File Path,LLM Inference (fix type),Rectified Message,MI_Before,MI_After,CC_Before,CC_After,LOC_Before,LOC_After,MI_Change,CC_Change,LOC_Change
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,easy_install,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install_diff.txt,fix missing script in setup.py,add a comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,easy_install-3.6,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install-3.6_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install-3.6_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install-3.6_diff.txt,fix missing script in setup.py,add comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pip,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip_diff.txt,fix error in commit command,add missing space in commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pip3,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip3_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip3_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip3_diff.txt,fix error in commit command,add missing space in commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pip3.6,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip3.6_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip3.6_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pip3.6_diff.txt,fix error in commit command,add comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,python,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_python_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_python_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_python_diff.txt,add newline at the end of file,add a note about the newline,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,python3,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_python3_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_python3_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_python3_diff.txt,add newline at the end of file,add comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,easy_install.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install.cpython-36.pyc_diff.txt,add missing commit,add more info to the commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,easy_install.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_easy_install.py_diff.txt,add more setup.py files,add a comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,DESCRIPTION.rst,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_DESCRIPTION.rst_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_DESCRIPTION.rst_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_DESCRIPTION.rst_diff.txt,add missing link to setuptools commit,add missing link to setuptools commit,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,INSTALLER,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_INSTALLER_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_INSTALLER_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_INSTALLER_diff.txt,fix commit message,add more info to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,METADATA,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_METADATA_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_METADATA_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_METADATA_diff.txt,add missing image,add missing image to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,RECORD,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_RECORD_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_RECORD_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_RECORD_diff.txt,add commit commit for new build,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,WHEEL,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_WHEEL_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_WHEEL_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_WHEEL_diff.txt,add missing commit tag,add missing tag to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,entry_points.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_entry_points.txt_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_entry_points.txt_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_entry_points.txt_diff.txt,add missing commit commands,add more info to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,metadata.json,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_metadata.json_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_metadata.json_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_metadata.json_diff.txt,add setup.py to commit,add fix for setup.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,top_level.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_top_level.txt_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_top_level.txt_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_top_level.txt_diff.txt,add missing commit message,add a note about the diff,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__init__.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_diff.txt,add more meta-path support,add note about meta-path,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__main__.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___main__.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___main__.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___main__.py_diff.txt,add missing path to sys.path,add a comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__init__.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_diff.txt,update commit message,add fix type to fix,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__main__.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___main__.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___main__.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___main__.cpython-36.pyc_diff.txt,update commit message,add fix type to fix,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,basecommand.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_basecommand.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_basecommand.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_basecommand.cpython-36.pyc_diff.txt,update commit message,add fix type to basecommand.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,baseparser.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_baseparser.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_baseparser.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_baseparser.cpython-36.pyc_diff.txt,add missing commit,add missing commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,cmdoptions.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_cmdoptions.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_cmdoptions.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_cmdoptions.cpython-36.pyc_diff.txt,add missing commit,add missing commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,download.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_download.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_download.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_download.cpython-36.pyc_diff.txt,update commit message,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,exceptions.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_exceptions.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_exceptions.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_exceptions.cpython-36.pyc_diff.txt,fix commit,add missing line,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,index.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_index.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_index.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_index.cpython-36.pyc_diff.txt,update commit message,add fix type to fix_index.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,locations.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_locations.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_locations.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_locations.cpython-36.pyc_diff.txt,fix commit,add more info to the commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,pep425tags.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pep425tags.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pep425tags.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_pep425tags.cpython-36.pyc_diff.txt,update commit message,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,status_codes.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_status_codes.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_status_codes.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_status_codes.cpython-36.pyc_diff.txt,update commit message,add fix type to fix_build.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,wheel.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel.cpython-36.pyc_diff.txt,update commit message,add more info to wheel.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__init__.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_diff.txt,add more meta-path support,add note about meta-path,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__init__.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_diff.txt,update commit message,add fix type to fix,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,basecommand.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_basecommand.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_basecommand.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_basecommand.py_diff.txt,add more info to the command class,add more info to basecommand.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,baseparser.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_baseparser.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_baseparser.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_baseparser.py_diff.txt,add more help for the legacy configparser,add comment,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,cmdoptions.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_cmdoptions.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_cmdoptions.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_cmdoptions.py_diff.txt,add more options to the branch,add more info about the fix type,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__init__.py,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.py_diff.txt,add more meta-path support,add note about meta-path,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,__init__.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb___init__.cpython-36.pyc_diff.txt,update commit message,add fix type to fix,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,check.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_check.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_check.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_check.cpython-36.pyc_diff.txt,fix commit,add more info to check.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,completion.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_completion.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_completion.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_completion.cpython-36.pyc_diff.txt,update commit message,add more info to completion.cpython-36.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,download.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_download.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_download.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_download.cpython-36.pyc_diff.txt,update commit message,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,freeze.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_freeze.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_freeze.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_freeze.cpython-36.pyc_diff.txt,fix commit,add missing space,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,hash.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_hash.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_hash.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_hash.cpython-36.pyc_diff.txt,update commit message,add fix type to hash.cpython-36.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,help.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_help.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_help.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_help.cpython-36.pyc_diff.txt,update commit message,add missing spaces to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,install.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_install.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_install.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_install.cpython-36.pyc_diff.txt,update commit message,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,list.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_list.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_list.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_list.cpython-36.pyc_diff.txt,update commit message,add fix type to list.cpython-36.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,search.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_search.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_search.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_search.cpython-36.pyc_diff.txt,add missing commit,add missing commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,show.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_show.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_show.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_show.cpython-36.pyc_diff.txt,update commit message,add fix type to commit message,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,uninstall.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_uninstall.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_uninstall.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_uninstall.cpython-36.pyc_diff.txt,update commit message,add fix type to uninstall.py,,,,,,,,,
21adbd61fb2fb19bd135b1c0107c82b4f0c704bb,worked on chi squared and started building a new maths helper class,wheel.cpython-36.pyc,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel.cpython-36.pyc_before.txt,codes/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel.cpython-36.pyc_after.txt,diffs/21adbd61fb2fb19bd135b1c0107c82b4f0c704bb_wheel.cpython-36.pyc_diff.txt,update commit message,add more info to wheel.py,,,,,,,,,
