filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,315,4,66,[315],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,335,4,47,[335],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,345,4,47,[345],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,354,4,40,[354],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,356,4,48,[356],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,364,4,63,[364],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,369,4,38,[369],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,370,4,55,[370],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,371,4,55,[371],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,376,4,38,[376],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,377,4,53,[377],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,request_without_timeout,B113,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/400.html,Call to requests without timeout,383,15,68,[383],https://bandit.readthedocs.io/en/1.8.6/plugins/b113_request_without_timeout.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,384,4,38,[384],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,385,4,59,[385],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,386,4,64,[386],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,392,4,45,[392],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,396,4,46,[396],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,403,4,58,[403],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,416,4,39,[416],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,427,4,39,[427],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,436,4,53,[436],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,441,4,28,"[441, 442, 443]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,449,4,65,[449],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,455,4,56,[455],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,456,4,20,"[456, 457, 458]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,467,4,63,"[467, 468]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,474,4,74,[474],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,475,4,37,"[475, 476, 477]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,480,4,53,[480],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,481,4,73,[481],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,482,4,64,[482],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,486,4,58,[486],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,491,4,45,[491],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,498,4,59,[498],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,500,4,65,[500],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,502,4,38,[502],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,509,4,38,[509],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,518,4,38,[518],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,525,4,38,[525],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,530,4,38,[530],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,532,4,34,[532],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,535,4,48,[535],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,541,4,38,[541],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,545,4,75,[545],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,548,4,38,[548],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,550,4,34,[550],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,551,4,48,[551],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,557,4,51,[557],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,574,4,54,[574],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,575,4,57,[575],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,581,4,61,[581],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,587,4,27,"[587, 588]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,594,4,68,[594],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,601,4,74,[601],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,603,4,73,[603],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_features.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,612,4,38,[612],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_websockets.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,324,4,25,[324],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_websockets.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,326,4,23,[326],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_websockets.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,327,4,38,[327],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\test_websockets.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,329,4,22,[329],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\aws\testapp\app.py,hardcoded_password_string,B105,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'yes',30,29,34,[30],https://bandit.readthedocs.io/en/1.8.6/plugins/b105_hardcoded_password_string.html
chalice\tests\conftest.py,hardcoded_tmp_directory,B108,MEDIUM,MEDIUM,https://cwe.mitre.org/data/definitions/377.html,Probable insecure usage of temp file/directory.,188,42,74,[188],https://bandit.readthedocs.io/en/1.8.6/plugins/b108_hardcoded_tmp_directory.html
chalice\tests\conftest.py,hardcoded_tmp_directory,B108,MEDIUM,MEDIUM,https://cwe.mitre.org/data/definitions/377.html,Probable insecure usage of temp file/directory.,190,23,56,"[189, 190]",https://bandit.readthedocs.io/en/1.8.6/plugins/b108_hardcoded_tmp_directory.html
chalice\tests\functional\api\test_package.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,8,48,[30],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\api\test_package.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,31,8,47,[31],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\api\test_package.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,45,8,41,[45],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\api\test_package.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,49,8,9,"[49, 50, 51, 52, 53]",https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,4,51,[30],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,37,4,40,[37],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,79,8,68,[79],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,8,41,[81],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,101,8,40,[101],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,102,8,41,[102],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cdk\test_construct.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,106,8,51,[106],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
chalice\tests\functional\cli\test_cli.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,54,4,35,[54],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
