filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
gpt-researcher\gpt_researcher\retrievers\semantic_scholar\semantic_scholar.py,request_without_timeout,B113,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/400.html,Call to requests without timeout,40,23,65,[40],https://bandit.readthedocs.io/en/1.8.6/plugins/b113_request_without_timeout.html
gpt-researcher\gpt_researcher\scraper\browser\browser.py,blacklist,B403,LOW,HIGH,https://cwe.mitre.org/data/definitions/502.html,Consider possible security implications associated with pickle module.,4,0,13,[4],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_imports.html#b403-import-pickle
gpt-researcher\gpt_researcher\scraper\browser\browser.py,blacklist,B301,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/502.html,"Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",125,22,67,[125],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b301-pickle
gpt-researcher\gpt_researcher\scraper\browser\browser.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,165,23,85,[165],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
gpt-researcher\gpt_researcher\scraper\browser\nodriver_scraper.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,65,33,57,[65],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
gpt-researcher\gpt_researcher\scraper\browser\nodriver_scraper.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,69,33,59,[69],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
gpt-researcher\gpt_researcher\scraper\browser\nodriver_scraper.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,121,44,68,[121],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
gpt-researcher\gpt_researcher\scraper\browser\nodriver_scraper.py,blacklist,B311,LOW,HIGH,https://cwe.mitre.org/data/definitions/330.html,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,211,29,53,[211],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_calls.html#b311-random
gpt-researcher\gpt_researcher\scraper\scraper.py,blacklist,B404,LOW,HIGH,https://cwe.mitre.org/data/definitions/78.html,Consider possible security implications associated with the subprocess module.,5,0,17,[5],https://bandit.readthedocs.io/en/1.8.6/blacklists/blacklist_imports.html#b404-import-subprocess
gpt-researcher\gpt_researcher\scraper\scraper.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,https://cwe.mitre.org/data/definitions/78.html,subprocess call - check for execution of untrusted input.,79,16,17,"[79, 80, 81]",https://bandit.readthedocs.io/en/1.8.6/plugins/b603_subprocess_without_shell_equals_true.html
gpt-researcher\gpt_researcher\scraper\utils.py,hashlib,B324,HIGH,HIGH,https://cwe.mitre.org/data/definitions/327.html,Use of weak MD5 hash for security. Consider usedforsecurity=False,80,15,53,[80],https://bandit.readthedocs.io/en/1.8.6/plugins/b324_hashlib.html
gpt-researcher\main.py,hardcoded_bind_all_interfaces,B104,MEDIUM,MEDIUM,https://cwe.mitre.org/data/definitions/605.html,Possible binding to all interfaces.,37,26,35,[37],https://bandit.readthedocs.io/en/1.8.6/plugins/b104_hardcoded_bind_all_interfaces.html
gpt-researcher\tests\report-types.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,37,4,37,[37],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\report-types.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,43,4,33,[43],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,18,4,43,[18],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,34,8,43,[34],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,8,57,[35],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,59,8,59,[59],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,60,8,71,[60],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,61,8,61,[61],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging_output.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,49,4,63,[49],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging_output.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,54,4,62,[54],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_logging_output.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,8,74,[58],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_researcher_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,39,8,33,[39],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_researcher_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,40,8,30,[40],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_researcher_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,48,8,62,[48],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\test_researcher_logging.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,49,8,64,[49],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\vector-store.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,139,4,29,[139],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\vector-store.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,157,4,37,[157],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\vector-store.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,177,4,37,[177],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\vector-store.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,198,4,37,[198],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\vector-store.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,217,4,37,[217],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
gpt-researcher\tests\vector-store.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,236,4,37,[236],https://bandit.readthedocs.io/en/1.8.6/plugins/b101_assert_used.html
